en_label,ja_label,category,en_description,ja_description,qid
neurofibromatosis type II,神経線維腫症2型,症状,type of neurofibromatosis disease,,Q1935832
piblokto,ピブロクト,症状,culture-bound syndrome,,Q1779438
myoclonus,ミオクローヌス,症状,"medical sign, rapid involuntary irregular muscle contractions",,Q116275
sepsis,敗血症,症状,life-threatening response to infection,感染症に対する制御不能な生体反応からくる致命的な臓器障害,Q183134
periodic paralysis,周期性四肢麻痺,症状,human disease,,Q1788314
distress,苦悩,症状,difficult state in which a person is unable to completely adapt to stressors and their resulting stress and shows maladaptive behaviors,,Q5283089
microscopic polyangiitis,顕微鏡的多発血管炎,症状,"inflammatory, necrotizing, systemic vasculitis that affects predominantly small vessels in multiple organs",,Q1934069
asthenia,無力症,症状,symptom,筋力が弱くなる症状,Q633403
Castleman's disease,キャッスルマン病,症状,"lymphoproliferative syndrome characterized by one or more enlarged lymph nodes containing cells with hyaline-vascular, plasmacytic, or mixed appearance microscopically",,Q1947302
latah,ラタ,症状,culture-bound syndrome,,Q1806811
eosinophilic esophagitis,好酸球性食道炎,症状,esophagitis characterized by inflammation involving eosinophils located in esophagus,,Q2057356
neuromyelitis optica,視神経脊髄炎,症状,inflammatory demyelinating diseases of the central nervous system characterized mainly by attacks of uni- or bilateral optic neuritis and acute myelitis,,Q611458
clinical lycanthropy,臨床人狼病,症状,psychopathological symptom,,Q41184
upper gastrointestinal bleeding,上部消化管出血,症状,medical condition,,Q3144956
epigastric pain,心窩部痛,症状,symptom,,Q3589142
moya moya disease,もやもや病,症状,cerebral arterial disease characterized by constriction of certain arteries at the base of the brain; blood flow is blocked by the constriction and also by blood clots,脳底部に異常血管網がみられる脳血管障害,Q1951267
delusion,妄想,症状,firm and fixed belief based on inadequate grounding,その文化において共有されない誤った確信,Q189643
pseudohallucination,偽幻覚,症状,"involuntary sensory experience vivid enough to be regarded as a hallucination, but recognised by the patient not to be the result of external stimuli",,Q2361468
metal poisoning,金属中毒,症状,toxic and harmful effects of certain metals and their compounds to living organisms,金属の摂取により毒性のある化合物が形成されること,Q4215775
dyspnea,呼吸困難,症状,feelings associated with impaired breathing,,Q188008
basal ganglia calcification,ファール病,症状,"a rare, genetic neurological disorder characterized by abnormal deposits of calcium in areas of the brain that control movement",,Q1947307
spinal muscular atrophy,脊髄性筋萎縮症,症状,rare congenital neuromuscular disorder,脊髄の運動ニューロン(脊髄前角細胞)の病変によって起こる 神経原性の筋萎縮を起こす先天性遺伝子疾患,Q580290
snoring,いびき,症状,"involuntary, vibratory noises made while sleeping",睡眠時に上気道が呼吸時に擦れて出す呼吸音,Q205835
cryopyrin-associated periodic syndrome,クリオピリン関連周期熱症候群,症状,group of rare autosomal dominant diseases,,Q1771331
cognitive deficit,認知障害,症状,medical condition,,Q5141203
antiphospholipid syndrome,抗リン脂質抗体症候群,症状,human disease,,Q582207
Kennedy disease,球脊髄性筋萎縮症,症状,"Kennedy's disease, also known as bulbospinal muscular atrophy (BSMA), is a rare X-linked recessive motor neuron disease characterized by proximal and bulbar muscle wasting",,Q1995327
Leaf spot,斑点性病害,症状,leaf disease caused by fungal pathogen,植物の葉に病斑を形成する病害の総称,Q6508875
intermittent fever,間欠熱,症状,symptom,一日の体温差が1°C以上の変化をとり、37°C以下にまで下がる発熱,Q3073147
impairment of continence,失禁,症状,lack of control of either bladder or bowel function,,Q3232712
distraction,注意散漫,症状,diversion of attention away from an intended focus,,Q3030775
glutaric aciduria type 1,グルタル酸尿症1型,症状,Glutaryl-CoA dehydrogenase (GCDH) deficiency (GDD) is an autosomal recessive neurometabolic disorder clinically characterized by encephalopathic crises resulting in striatal injury and a severe dystonic dyskinetic movement disorder,,Q2140501
echolalia,反響言語,症状,speech disorder that involves the automatic repetition of vocalizations made by another person,他者の言葉をそのまま繰り返して真似る行為,Q937353
dysphoria,不快,症状,"state of feeling unwell or unhappy; a feeling of emotional and mental discomfort as a symptom of discontentment, restlessness, dissatisfaction, malaise, depression, anxiety or indifference",,Q290620
stiff neck,寝違え,症状,,睡眠中に起こる首の痛みまたは首の硬直,Q21117511
apathy,アパシー,症状,state of indifference or the suppression of emotions; lack of interest or enthusiasm,感情がなくなった状態,Q309406
self-injury,自傷行為,症状,intentional injury to one's own body without the intention to kill oneself,意図的に自らの身体を傷つけたり、毒物などを摂取したりすること,Q622527
trismus,牙関緊急,症状,medical problem of jaw clenching,,Q936070
coffee ground vomiting,コーヒー残渣様嘔吐,症状,medical condition,,Q5140942
respiratory hypersensitivity,呼吸器過敏症,症状,symptom,,Q21116733
agnosia,失認,症状,neurologic sensory disorder,,Q220322
aura,アウラ (医学用語),症状,eye disturbance with/without headache,,Q739481
suicidal ideation,希死念慮,症状,"thoughts, ideas, or ruminations about the possibility of ending one's life",,Q944142
strawberry tongue,イチゴ舌,症状,symptom,,Q4346317
lysosomal storage disease,ライソゾーム病,症状,inherited metabolic disorder that involve an abnormal accumulation of substances inside the lysosome resulting from defects in lysosomal function,,Q675010
compulsive behavior,強迫行動,症状,performing an act persistently and repetitively without it necessarily leading to an actual reward or pleasure,,Q266332
torticollis,斜頸,症状,"dystonic condition defined by an abnormal, asymmetrical head or neck position, which may be due to a variety of causes",,Q615363
bronchiolitis obliterans,閉塞性細気管支炎,症状,medical condition,,Q614750
cenesthopathy,体感症,症状,aberrant bodily sensation,,Q3919140
thromboangiitis obliterans,閉塞性血栓性血管炎,症状,Human disease,,Q746001
reduced affect display,感情鈍麻,症状,condition of reduced emotional reactivity in an individual,,Q2973381
death rattle,死前喘鳴,症状,sound often produced by someone who is near death when fluids such as saliva and bronchial secretions accumulate in the throat and upper chest,,Q663998
self-neglect,セルフネグレクト,症状,"behavioral condition in which an individual neglects to attend to their basic needs, such as personal hygiene, appropriate clothing, feeding, or tending appropriately to any medical conditions they have",自らの生活に必要な行動を執る気力を喪失し、周囲の人間にも助けを求めない状況にあること,Q2361701
blurred vision,かすみ目,症状,"symptom, lack of sharpness of vision resulting in the inability to see fine detail",,Q4930803
focal neurologic sign,前頭葉徴候,症状,"impairment of nerve, spinal cord, or brain function that affects a specific region of the body",,Q4340622
dermatomyositis,皮膚筋炎,症状,myositis that results in inflammation located in muscle or located in skin where a skin rash is often seen prior to the onset of muscle weakness,,Q681160
biliary atresia,胆道閉鎖症,症状,congenital disorder of digestive system investigation of choice of the disease is MRCP,,Q659033
catalepsy,カタレプシー,症状,"psychomotor symptom of catatonia, abnormal maintenance of postures",受動的にとらされた姿勢を保ち続け、自分の意思で変えようとしない状態,Q918193
absence seizure,欠神発作,症状,"generalized seizure characterized by a brief loss and return of consciousness, generally not followed by a period of lethargy",,Q2346980
ring of paleness around the mouth,口の周りの青白い輪,症状,diagnostic symptom,症状,Q56026208
mood swing,気分変動,症状,extreme or rapid change in mood,,Q7933601
lying,横臥,症状,human position in which the body is more or less horizontal and supported along its length by the surface underneath,,Q2268776
West syndrome,点頭てんかん,症状,"severe epilepsy syndrome with infantile spasms, hypsarrhythmia and mental retardation",,Q1041258
thousand-yard stare,1000ヤードの凝視,症状,trauma symptom,,Q841743
necrolytic migratory erythema,壊死性遊走性紅斑,症状,"dermatological manifestation of many internal diseases, most often, glucagonoma.",,Q776790
psychomotor agitation,精神運動性激越,症状,a set of signs and symptoms that stem from mental tension and anxiety; the signs are unintentional and purposeless motions; the symptoms are emotional distress and restlessness,精神的な緊張や不安から生じる一連の兆候と症状。兆候は意図的でない無目的な動きであり、症状は感情的な苦痛と落ち着きのなさである。,Q394129
aboulia,無為症候群,症状,"absence of willpower or decisiveness, especially as a symptom of mental disorder",,Q335941
syndrome of Inappropriate antidiuretic hormone secretion,抗利尿ホルモン不適合分泌症候群,症状,endocrine disease,症候群の一つ,Q959457
schizophrenic autism,自閉,症状,"autism as a symptom of schizophrenia, withdrawal to inner life",陰性症状：自己の内界に閉じ込もる,Q9162872
giant cell arteritis,巨細胞性動脈炎,症状,human disease,,Q707816
microsleep,マイクロスリープ,症状,temporary episode of sleep or drowsiness,,Q1192036
eye ulceration,目の潰瘍,症状,medical condition,,Q21402617
erythema,紅斑,症状,symptom,,Q1166142
dysorgasmia,オーガズム痛,症状,pain caused by orgasm,,Q97366766
intermittent claudication,間欠跛行,症状,"symptom that describes muscle pain on mild exertion (ache, cramp, numbness or sense of fatigue)",,Q1097957
runny nose,鼻漏,症状,type of medical symptom where the nasal cavity is filled with fluid mucus,,Q1115038
linear dermatitis,線状皮膚炎,症状,,,Q109362057
psychological trauma,心的外傷,症状,type of damage to the psyche that occurs as a result of a severely distressing event,ある出来事がきっかけで心に傷を負う状態,Q654426
sigmoiditis,S状結腸炎,症状,,,Q99264637
motor neuropathy,運動ニューロパチー,症状,medical condition,,Q21402580
apraxia,失行,症状,agnosia that is a loss of the ability to map out physical actions in order to repeat them in functional activities,,Q498916
cri-du-chat syndrome,Cri-du-chat症候群,症状,human medical condition,,Q752298
pure red-cell aplasia,赤芽球癆,症状,human disease,,Q751631
problem behavior,問題行動,症状,unwanted habitual activity,,Q51714514
heat exhaustion,熱疲労,症状,caused by the loss of water and electrolytes through sweating,,Q12643772
chronic pain,慢性疼痛,症状,acute pain extending beyond the usual healing process,,Q1088113
methylmalonic acidemia,メチルマロン酸血症,症状,organic acidemia that involves an accumulation of methylmalonic acid in the blood,,Q742500
progressive multifocal leukoencephalopathy,進行性多巣性白質脳症,症状,viral disease affecting human brains,JCウイルスによって発症する脱髄性疾患,Q704930
polyarteritis nodosa,結節性多発動脈炎,症状,"segmental transmural, necrotizing vasculitis",,Q745162
melena,メレナ,症状,medical condition with dark feces that are associated with upper gastrointestinal bleeding,,Q1163908
nasal irritation,鼻の刺激,症状,,,Q21118859
xerostomia,口腔乾燥症,症状,medical condition,,Q1162276
anhedonia,快感消失,症状,inability to feel pleasure,,Q545365
hostility,敵意,症状,form of emotionally charged angry behavior,,Q2729863
pemphigoid,類天疱瘡,症状,autoimmune blistering diseases,,Q881811
eye irritation,目の炎症,症状,irritation of the eye,,Q11820606
the Truman Show delusion,トゥルーマン・ショー妄想,症状,"type of delusion in which the person believes that their lives are staged reality shows, or that they are being watched on cameras",,Q633567
somatization,身体化,症状,medical symptoms caused by psychological stress,,Q2723947
emotional disorder,情緒障害,症状,symptom,症状,Q12046440
persecutory delusion,被害妄想,症状,delusion involving perception of persecution,妄想性障害の一つ,Q1132536
evil eye,邪視,症状,"curse believed to be cast by a malevolent glare, causing many cultures to create measures against it",伝説神話,Q1020115
retinitis pigmentosa,網膜色素変性症,症状,retinal degeneration characterized by the gradual deterioration of the photoreceptors or the retinal pigment epithelium of the retina leading to progressive sight loss,,Q847057
mitochondrial disease,ミトコンドリア病,症状,spontaneously occuring or inherited disorder that involves mitochondrial dysfunction,,Q935710
amok,アモック,症状,culture-bound syndrome,,Q473814
desquamation,落屑,症状,"""shedding"" of the skin",,Q2738617
erythema gyratum repens,匍行性迂回状紅斑,症状,medical condition,,Q11697109
derealization,現実感喪失,症状,feeling as though the external world is not real,,Q1199997
Behçet's disease,ベーチェット病,症状,rare immune-mediated small-vessel systemic vasculitis in humans,再発・寛解を繰り返す原因不明の慢性疾患で、自己免疫疾患の一つ,Q911427
rumination,反すう,症状,persistent thinking that causes worry and distress,,Q1411912
spinocerebellar ataxia,脊髄小脳変性症,症状,"group of dominantly inherited, predominately late-onset, cerebellar ataxias. Neuro-developmental outcome and brain-derived neurotrophic factor level in relation to feeding practice in early infancy.",,Q899726
Jerusalem syndrome,エルサレム症候群,症状,group of mental phenomena,,Q1124410
lethargy,嗜眠,症状,"state of tiredness, weariness, fatigue, or lack of energy",,Q15637420
autoimmune hepatitis,自己免疫性肝炎,症状,autoimmune disease of gastrointestinal tract that results in inflammation located in liver caused by the body's immune system attacking the liver cells,,Q786844
stereotypy,常同行動,症状,repetitive mechanical repetition of speech or physical activities,,Q1198115
magical thinking,呪術的思考,症状,"illogical conclusions based on correlated events, or belief that unrelated events are causally connected despite the absence of any plausible causal link between them",,Q136783
when pigs fly,空飛ぶ豚,症状,figure of speech describing an impossible event,,Q640434
laryngospasm,喉頭痙攣,症状,disorder in which the adductor muscles of the vocal cords exhibit increased activity leading to laryngeal spasm,,Q1324592
tumor lysis syndrome,腫瘍崩壊症候群,症状,medical condition,,Q998803
vesicular sound,肺胞呼吸音,症状,normal breath sound,,Q3328158
cribbing,齰癖,症状,stable vice in horses,,Q1338862
idée fixe,観念固着,症状,an idea that preoccupies an individual and that he is unwilling to give up despite evidence to the contrary,,Q1421961
Fanconi anemia,ファンコーニ貧血,症状,human genetic disease,,Q845779
chromosome 5q deletion syndrome,5q-症候群,症状,human disease,,Q245455
patulous eustachian tube,耳管開放症,症状,eustachian tube disorder,,Q1361850
tension headache,緊張性頭痛,症状,common type of headache classified by The International Classification of Headache Disorders 3rd edition,,Q1338684
myotonia,筋強直症候群,症状,prolonged contraction of muscles,,Q1277793
yawn,あくび,症状,reflex,眠い時に出る呼吸動作,Q182180
circulatory collapse,循環虚脱,症状,"failure of circulation, such as blood flow",,Q5121708
psychoorganic syndrome,器質精神症候群,症状,"disorder characterised by impairment of memory, thought disorders etc., due to diffuse psychoorganic brain damage",,Q7256456
Solipsism syndrome,独我論症候群,症状,psychological condition,,Q7558166
berserk llama syndrome,ベルセルク・ラマ症候群,症状,psychological condition suffered by human-raised llamas and alpacas,,Q4894912
mermaiding,マーメイディング,症状,swimming  wearing a mermaid costume,,Q6819872
Alcoholism in Russia,ロシアのアルコール消費量,症状,public health issue in Russia,,Q4385567
frigophobia,寒冷恐怖症,症状,fear of becoming too cold,,Q5504524
pediatric multisystem inflammatory syndrome,小児発症性多系統炎症症候群,症状,"systemic inflamation in children, connected to COVID-19",小児にみられる重度炎症性疾患の一種,Q93629491
religious trauma syndrome,宗教的トラウマ症候群,症状,set of symptoms experienced by those who participate in or have left certain religious groups and belief systems,,Q54396715
salmon-colored rash,サーモンピンク疹,症状,,成人Still病において発熱と同時に現れるサーモンピンク色の紅斑。掻痒感はなく、解熱と同時に消退する。,Q29589522
autistic burnout,自閉燃え尽き症,症状,persisting state of exhaustion in autistic people,,Q97365310
Havana syndrome,ハバナ症候群,症状,set of medical symptoms affecting U.S. and Canada government personnel,,Q42915945
emotional lability,気分変動,症状,medical symptom,,Q28455110
COVID-19,新型コロナウイルス感染症 (2019年),症状,contagious disease caused by SARS-CoV-2,SARSコロナウイルス2 (SARS-CoV-2) によって引き起こされる人獣共通感染症,Q84263196
neologism,言語新作,症状,"psychopathological symptom, characterized by the invention of new words that have meaning only to the person using them",,Q99305782
Wuhan pneumonia,武漢肺炎,症状,"name of COVID-19 began with an outbreak in Wuhan city, China",COVID-19の呼称の一つ,Q107028193
automatic behavior,無意識下での行動,症状,spontaneous verbal or motor behavior,,Q19595989
distractibility,転導性,症状,psychopathological symptom (difficulty focusing on tasks),精神病理学的症状の一種。気が散りやすいこと,Q21515327
Acute scrotum,急性陰嚢症,症状,,陰嚢の急性疼痛・腫脹,Q126810878
syndrome of Cassandra,カサンドラ(比喩),症状,metaphor originating from Greek mythology,ギリシア神話を起源とするメタファー,Q2522199
Fetal trimethadione syndrome,胎児トリメタジオン症候群,症状,medical condition,,Q5445919
Sinbyeong,巫病,症状,Korean culture-bound syndrome,,Q17063412
infant respiratory distress syndrome,新生児呼吸窮迫症候群,症状,human disease affecting newborns,,Q754348
immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,IPEX症候群,症状,"hypersensitivity reaction type II disease characterized by onset in infancy of refractory diarrhea, endocrinopathies, type 1 diabetes mellitus, and dermatitis that has material basis in mutation in the FOXP3 gene on chromosome Xp11",,Q3508566
wasting,消耗症,症状,human disease,,Q7972881
drug dependence,薬物依存,症状,dependence on pharmaceutical drugs,,Q3541786
physical dependence,身体的依存,症状,physical condition caused by chronic use of a tolerance-forming drug,離脱による否定的な身体症状を生じさせる状態,Q2622112
female sexual arousal disorder,冷感症,症状,persistent or recurrent inability to attain sexual arousal or to maintain arousal until the completion of a sexual activity,,Q3241252
altitude sickness,高山病,症状,acute negative health effects from high altitude,,Q624497
imu reaction,イム,症状,,,Q11287073
epidermolysis bullosa,表皮水疱症,症状,human disease,,Q923020
hepatic encephalopathy,肝性脳症,症状,"brain disease that is characterized by loss of brain function, the occurrence of confusion, altered level of consciousness, and coma that results when the liver is unable to remove toxins from the blood",,Q642548
Ramsay Hunt syndrome,ラムゼイ・ハント症候群,症状,unrelated neurological syndromes described by James Ramsay Hunt,ウィキメディアの曖昧さ回避ページ,Q2697371
lunchmate syndrome,ランチメイト症候群,症状,fear of eating alone,,Q11347550
Agony in the Garden,ゲツセマネの祈り,症状,episode from the life of Jesus Christ,イエス・キリストがゲツセマネの園で十字架刑に処せられる前夜に祈った祈り,Q2467856
post-concussion syndrome,脳振盪後症候群,症状,organic brain syndrome that occurs following head trauma (i.e. concussion),,Q2581333
influenza-like illness,インフルエンザ様症状,症状,an acute respiratory illness with a measured temperature of 38 °C or greater and cough,,Q3508755
amnesic shellfish poisoning,記憶喪失性貝中毒,症状,syndrome of shellfish poisoning,,Q3398781
TORCH complex,TORCH症候群,症状,medical condition,,Q2208086
phlegm,痰,症状,liquid secreted by the mucous membranes of mammalians,,Q3746560
clinical vampirism,レンフィールド症候群,症状,obsession with drinking blood,,Q2092492
phantom vibration syndrome,幻想振動症候群,症状,Perception that one's mobile phone is vibrating or ringing when it is not,スマートフォンなどに着信が無いが、着信があった時のように振動したと錯覚する現象,Q3242773
mental distress,精神的苦痛,症状,"range of symptoms and experiences of a person's internal life that are commonly held to be troubling, confusing or out of the ordinary",,Q6817452
paralytic shellfish poisoning,麻痺性貝中毒,症状,syndrome of shellfish poisoning,,Q2283583
susto,スストー,症状,culture-bound syndrome,,Q10375211
cytokine release syndrome,サイトカイン放出症候群,症状,bodily reaction,,Q3961647
AIDS,後天性免疫不全症候群,症状,spectrum of conditions caused by HIV infection,HIVによって引き起こされる感染症、性感染症の一つ,Q12199
stroke,脳卒中,症状,death of a region of brain cells due to poor blood flow,脳を栄養する血管の障害による疾患,Q12202
Klingsor syndrome,クリングゾル症候群,症状,medical syndrome,,Q124957451
trauma in the Russian invasion of Ukraine,2022年ロシアのウクライナ侵攻におけるトラウマ,症状,,,Q119573587
automatic negative thoughts,自動思考,症状,,,Q48999450
insect-inflicted wound,虫刺症,症状,wound caused by the bite or sting of an insect,,Q368779
angioscotoma,血管暗点,症状,defect in the visual field caused by a dilated retinal blood vessel,,Q113960268
domestication syndrome,家畜化症候群,症状,proposed biological phenomenon,,Q25380804
Child vehicular heat stroke deaths,赤ちゃん忘れ症候群,症状,phenomenon in which children are mistakenly left in vehicles,,Q18192660
hidden hearing loss,隠れ難聴,症状,"typically undetected hearing loss in conventional tests, affecting the ability to hear sounds in noisy environments or with multiple speakers",,Q3508741
nasake wa hito no tame narazu,情けは人の為ならず,症状,,日本語のことわざ,Q11492730
low milk supply,母乳不足,症状,production of breast milk by a mother that is of insufficient quantity to meet the nutritional needs of her infant,,Q1641325
autonomic nervous system disease,自律神経系疾患,症状,human disease,,Q18554088
dominant white,優性白色,症状,horse coat color and its genetics,,Q2729941
bulimia nervosa,神経性大食症,症状,eating disorder that is characterized by a cycle of bulimia (binge eating) followed by inappropriate acts such as purging to avert weight gain,過食と、それによる体重増加を避けるための嘔吐などの不適切行為の繰り返しを特徴とする摂食障害・精神疾患,Q64513386
autistic meltdown,自閉症のメルトダウン,症状,involuntary emotional breakdown in an autistic person caused by severe stress,,Q72423832
diarrhetic shellfish poisoning,下痢性貝中毒,症状,syndrome of shellfish poisoning,,Q3026357
spoiled child,甘やかされて育てられる,症状,derogatory term aimed at children who exhibit behavioral problems from being overindulged by their parents or other caregivers,,Q3054155
medical students' disease,医学生病/病気不安,症状,"condition in medical students, who perceive themselves to be experiencing the symptoms of a disease that they are studying",,Q3141344
neurotoxic shellfish poisoning,神経性貝中毒,症状,syndrome of shellfish poisoning,,Q16978219
Anton–Babinski syndrome,アントン=バビンスキ症候群,症状,Rare symptom of brain damage where sufferers deny being blind,,Q15783653
stapedectomy,アブミ骨切除術,外科手術,surgical procedure of the middle ear performed to improve hearing,,Q615857
computed tomography,コンピュータ断層撮影,外科手術,medical imaging procedure using X-rays to produce cross-sectional images,放射線を用いて、物体の内部をスライス画像化して観察できるようにする技術,Q32566
Myers-Briggs Type Indicator,MBTI,外科手術,model of personality types,アメリカで提唱された、類型論に基づくパーソナリティ検査(性格検査）,Q897939
Feldenkrais Method,フェルデンクライスメソッド,外科手術,guild regulated movement education complementary to physical therapy,,Q1402440
pneumonectomy,肺切除,外科手術,surgical removal of a lung,,Q46565
splenectomy,脾臓摘出術,外科手術,surgical removal of part or all of a spleen,,Q580383
fine-needle aspiration,生検法,外科手術,"diagnostic procedure to investigate lumps using a thin needle, for histopathology or cytopathology",,Q180071
electrocochleography,蝸電図,外科手術,"technique of recording electrical potentials generated in the inner ear and auditory nerve in response to sound stimulation, using an electrode placed in the ear canal or tympanic membrane",,Q5357983
hippotherapy,乗馬セラピー,外科手術,form of therapy in which a therapist uses the characteristic movements of a horse,,Q290912
Wechsler Memory Scale,ウェクスラー記憶検査,外科手術,comprehensive battery test to assess the capacity of learning and remembering information,,Q473246
apicoectomy,歯根端切除術,外科手術,surgical removal of the root tip of a tooth,,Q592565
Wellness Recovery Action Plan,元気回復行動プラン,外科手術,therapeutic method and series of self-help books,,Q7981585
ACTH stimulation test,ACTH負荷試験,外科手術,Medical test to assess adrenal gland function,,Q2888117
appendectomy,虫垂切除術,外科手術,surgical removal of the vermiform appendix,,Q620840
radiography,X線撮影,外科手術,imaging technique using ionizing and non-ionizing radiation,X線を用いて、物体の内部を画像化する技術,Q245341
adrenalectomy,副腎摘出術,外科手術,surgical removal of the adrenal gland,,Q366774
no observable adverse effect level,無有害作用量,外科手術,denotes the level of exposure of an organism,,Q1755926
hysterectomy,子宮摘出術,外科手術,surgical removal of the uterus,外科的医療処置,Q550675
Baum test,バウムテスト,外科手術,projective drawing technique developed by Karl Koch,投影法による心理検査のひとつ,Q682553
absolute threshold of hearing,最小可聴値,外科手術,minimum sound level that an average individual can hear,,Q1504201
polymerase chain reaction,ポリメラーゼ連鎖反応,外科手術,in vitro method for producing large amounts of specific DNA or RNA fragments from small amounts of short oligonucleotide primers,DNAサンプルの特定領域を増幅させる反応または技術,Q176996
Dissociative Experiences Scale,解離体験尺度,外科手術,questionnaire to screen for dissociative identity disorder,,Q1229320
vasectomy,精管切除,外科手術,surgical procedure for male sterilization,精巣で作られた精子が亀頭先まで流れる精管を切断または縛ることで、精子を含有した精液の放出を遮断する不妊手術,Q690838
ELISA,ELISA,外科手術,assay,試料の分析方法,Q332126
Multiple Sleep Latency Test,多睡眠潜伏検査,外科手術,Diagnostic tool used to diagnose sleep disorders,,Q1664214
dual-energy X-ray absorptiometry,二重エネルギーX線吸収測定法,外科手術,diagnostic test for bone mineral density testing,,Q444351
Voges-Proskauer test,フォーゲス・プロスカウアー試験,外科手術,microbiological and biochemical method for identification,,Q74148
Magnetic field imaging,磁場画像法,外科手術,noninvasive and contact-free cardiac diagnostic method,,Q961880
acupuncture,鍼,外科手術,form of alternative medicine,身体の特定の点を刺激するために専用の鍼を生体に刺入または接触する治療法,Q121713
arthroscopy,関節鏡,外科手術,medical procedure,,Q708232
Peabody Picture Vocabulary Test,ピーボディー絵画語彙テスト,外科手術,psychological test,,Q7157263
State-Trait Anxiety Inventory,STAI,外科手術,psychological inventory,,Q7602980
Da Vinci Surgical System,da Vinci,外科手術,robotic surgical system,インテュイティヴ・サージカル社が開発したマスタースレイブ型内視鏡下手術用の手術用ロボット,Q2323044
ophthalmoscopy,眼底検査,外科手術,"test that allows a health professional to see inside the fundus of the eye and other structures using an ophthalmoscope, crucial in determining the health of the retina, optic disc, and vitreous humor",,Q837188
Sally–Anne test,サリーとアン課題,外科手術,psychological test,,Q1059391
mastectomy,乳房切除術,外科手術,surgical removal of one or both breasts,外科的医療処置,Q848318
gastrectomy,胃切除術,外科手術,partial or total surgical removal of the stomach,,Q827390
Widal test,ビダール反応,外科手術,microbiological method using antibodies,腸チフス・パラチフスの診断法,Q1550257
Kastle-Meyer test,カスル・マイヤー試験,外科手術,Blood test utilizing phenolphthalein,,Q476415
Generalized Anxiety Disorder 7,全般性不安障害7,外科手術,seven-item anxiety disorder screening instrument,,Q1484539
Pap test,パップテスト,外科手術,screening test used to detect potentially pre-cancerous and cancerous processes in the endocervical canal,,Q942976
homeopathy,ホメオパシー,外科手術,"system of pseudoscientific alternative medicine based on the doctrine of ""like cures like""",「似たものが似たものを治す」という理論による疑似科学的な代替医療,Q81058
Kaufman Assessment Battery for Children,K-ABC,外科手術,psychological test,,Q1737034
Holmes and Rahe stress scale,社会的再適応評定尺度,外科手術,psychological scale,,Q5883637
Panic Disorder Severity Scale,パニック障害重症度尺度,外科手術,questionnaire for anxiety assessment,,Q7131071
Panic and Agoraphobia Scale,パニック障害・広場恐怖症評価尺度,外科手術,psychological rating scale,,Q7131084
pancreatectomy,膵切除術,外科手術,surgical removal of all or part of the pancreas,,Q3361964
house-tree-person test,HTPテスト,外科手術,"psychological test in which the client is asked to make a drawing that includes a house, a tree and a person, after which the therapist asks several questions about each",心理学のテスト,Q2893010
glycemic load,グリセミック負荷,外科手術,estimate of how much a quantity of food will raise a person's blood glucose level,,Q1929014
bloodletting,瀉血,外科手術,"therapy, now rarely used in medicine",血液を排出させる治療法,Q356405
Liebowitz social anxiety scale,Liebowitz社交不安尺度,外科手術,,,Q6543919
Hamilton Anxiety Rating Scale,ハミルトン不安尺度,外科手術,questionnaire to rate anxiety severity,,Q5644839
Child Behavior Checklist,子どもの行動チェックリスト,外科手術,method of identifying problem behavior in children,,Q5097706
Childhood Autism Spectrum Test,幼年期自閉症スペクトラム検査,外科手術,formerly the Childhood Asperger Syndrome Test,,Q17004912
indium-111 WBC scan,インジウム111白血球造影,外科手術,Nuclear medicine procedure,,Q6025174
laryngectomy,喉頭切除術,外科手術,"surgical removal of the larynx and separation of the airway from the mouth, nose and esophagus",,Q1472065
hepatectomy,肝切除術,外科手術,surgical excision of all or part of the liver,,Q1514021
Emotional Freedom Techniques,EFT,外科手術,form of pseudoscientific counseling intervention that stimulates acupressure points while focusing on traumatic situations,,Q223403
osteopathy,オステオパシー,外科手術,type of alternative medicine that emphasizes the physical manipulation of the body's muscle tissue and bones,,Q325253
PTSD Symptom Scale – Self-Report Version,PTSD症状尺度自己記入版,外科手術,medical diagnostic method,,Q7121038
myocardial perfusion imaging,心筋灌流イメージング,外科手術,medical test,,Q1956679
Patient Health Questionnaire,患者の健康アンケート,外科手術,multiple-choice questionnaire used to screen for mental disorders,精神障害のスクリーニングに使用される多肢選択式アンケート,Q1778909
clitoridectomy,陰核切除,外科手術,surgical removal of the clitoris,,Q1707435
Hospital Anxiety and Depression Scale,病院不安抑うつ尺度,外科手術,self-report mood disorder questionnaire,,Q17027611
lobotomy,ロボトミー,外科手術,discontinued neurosurgical operation,外科的侵襲による精神疾患の治療法,Q207684
Yale–Brown Obsessive Compulsive Scale,エール・ブラウン強迫尺度,外科手術,test to rate the severity of obsessive–compulsive disorder (OCD) symptoms,,Q4330010
Kohs block design test,コース立方体組み合わせテスト,外科手術,psychological test,,Q6426144
colectomy,結腸切除術,外科手術,bowel resection of the colon,,Q1779148
3D Test of Antisemitism,反セム主義の3Dテスト,外科手術,three criteria aiming to distinguish criticism of Israel and antisemitism,,Q4636303
Beck Anxiety Inventory,ベック不安尺度,外科手術,psychological assessment tool,,Q4878596
Gustav III of Sweden's coffee experiment,グスタフ3世のコーヒー実験,外科手術,alleged twin study,,Q1281398
Ayurveda,アーユルヴェーダ,外科手術,traditional medicine system with historical roots in the Indian subcontinent,インド亜大陸で信じられている似非科学的な民間療法,Q132325
