en_label,ja_label,category,en_description,ja_description,qid
median sacral artery,正中仙骨動脈,解剖学的構造,blood vessel,,Q707535
ovarian artery,卵巣動脈,解剖学的構造,blood vessel,,Q707419
middle colic artery,中結腸動脈,解剖学的構造,artery,,Q707115
lumbar artery,腰動脈,解剖学的構造,arteries within the lower back,,Q707334
short gastric artery,短胃動脈,解剖学的構造,,,Q707703
renal artery,腎動脈,解剖学的構造,vessel supplying blood to kidney,,Q707540
ascus,子嚢,解剖学的構造,sexual spore-bearing cell produced in ascomycete fungi,,Q723425
femoral artery,大腿動脈,解剖学的構造,large artery in the thigh,,Q707174
Meissner's plexus,マイスナー神経叢,解剖学的構造,part of the enteric nervous system,,Q739865
human chromosome 21,21番染色体 (ヒト),解剖学的構造,human chromosome,,Q753218
trabecular meshwork,線維柱帯網,解剖学的構造,area of tissue in the eye,,Q750873
greater pancreatic artery,大膵動脈,解剖学的構造,artery,,Q707433
jugular vein,頚静脈,解剖学的構造,veins that bring deoxygenated blood from the head back to the heart,,Q749592
human chromosome 22,22番染色体 (ヒト),解剖学的構造,human chromosome,,Q753805
right gastroepiploic artery,右胃大網動脈,解剖学的構造,portal vein,,Q707202
left coronary artery,左冠動脈,解剖学的構造,artery that arises from the aorta above the left cusp of the aortic valve and feeds blood to the left side of the heart.,,Q744391
neocortex,大脳新皮質,解剖学的構造,mammalian structure involved in higher-order brain functions,,Q726562
Taung Child,タウング・チャイルド,解剖学的構造,fossil skull,,Q762810
Gebelein predynastic mummies,ゲベレインのミイラ,解剖学的構造,six mummified bodies from predynastic Egypt,,Q746243
inferior vesical artery,下膀胱動脈,解剖学的構造,artery in the pelvis,,Q707686
neurofibrillary tangle,神経原線維変化,解剖学的構造,"intracellular mass of paired, helically wound protein filaments lying in the cytoplasm of neuronal cell bodies and neuritic cell processes",,Q767442
basidium,担子器,解剖学的構造,Fungal structure,,Q768312
cytoplasmic stress granule,ストレス顆粒,解剖学的構造,dense aggregation in the cell cytosol composed of proteins and RNAs that appear when the cell is under stress,,Q14592582
residual body,残余小体,解剖学的構造,"vesicles containing indigestible materials, part of  lysosomal digestion",,Q7315504
retromer complex,レトロマー,解剖学的構造,"conserved hetero-pentameric membrane-associated complex involved in retrograde transport from endosomes to the Golgi apparatus. The budding yeast retromer comprises Vps35p, Vps29p, Vps26p, Vps5p, and Vps17p. The mammalian complex shows slight varia",,Q7317044
posterior tibiofibular ligament,後脛腓靭帯,解剖学的構造,Ligament of the ankle,,Q7234253
plantar cuboideonavicular ligament,底側立方舟靱帯,解剖学的構造,that connects the cuboid with the navicular bone,,Q7201580
plantar metatarsal ligaments,底側中足靱帯,解剖学的構造,Ligaments of the foot,,Q7201586
rhoptry,ロプトリー,解剖学的構造,"large, club-shaped secretory organelle that forms part of the apical complex of an apicomplexan parasite, and consists of a bulbous body and a narrow electron-dense neck that extends through the conoid at the apical tip of the parasite. The rhoptry",,Q7321455
small cardiac vein,小心臓静脈,解剖学的構造,blood vessel,,Q7543026
sinoatrial nodal branch of right coronary artery,右冠動脈洞房結節枝,解剖学的構造,an artery of the heart,,Q7525154
deep investing cervical fascia,椎前筋膜,解剖学的構造,layer of deep cervical fascia that surrounds the vertebral column,,Q7242406
posterior branch of obturator nerve,閉鎖神経後枝,解剖学的構造,,,Q7234170
posterior ramus of spinal nerve,脊髄神経後枝,解剖学的構造,Posterior division of a spinal nerve,,Q7234230
posterior scrotal nerves,陰嚢後部神経,解剖学的構造,branches of the superficial perineal nerve that supply the scrotum in men,,Q7234234
respiratory center,呼吸中枢,解剖学的構造,brain region controlling respiration,,Q7315911
radial spoke,ラジアルスポーク,解剖学的構造,protein structure in cilia and flagella,,Q7280278
right marginal vein,右辺縁静脈,解剖学的構造,human blood vessel,,Q7333621
quadriceps tendon,大腿四頭筋腱,解剖学的構造,"the tendon of the quadriceps femoris muscle, continuous with the patellar tendon",,Q7268395
visceral cervical fascia,気管前筋膜,解剖学的構造,,,Q7242185
segmental medullary artery,髄節動脈,解剖学的構造,blood vessel,,Q7446272
reflex inguinal ligament,反転靭帯,解剖学的構造,Ligament of the abdomen,,Q7307353
posterior septal branches of sphenopalatine artery,中隔後鼻枝,解剖学的構造,blood vessel,,Q7234238
posterior vein of left ventricle,左心室後静脈,解剖学的構造,blood vessel,,Q7234258
posterior ulnar recurrent artery,後尺側反回動脈,解剖学的構造,blood vessel,,Q7234257
Ski complex,Ski複合体,解剖学的構造,protein complex that regulates RNA degradation by the exosome complex. In Saccharomyces the complex has a heterotetrameric stoichiometry consisting of one copy each of Ski2p and Ski3 and two copies of Ski8p,,Q7534916
pyramidal eminence,錐体隆起,解剖学的構造,in the middle ear,,Q7263301
specific granule,特異顆粒,解剖学的構造,"granule with a membranous, tubular internal structure, found primarily in mature neutrophil cells (most are released into the extracellular fluid); specific granules contain lactoferrin, lysozyme, vitamin B12 binding protein and elastase",,Q7574986
pterygoid branches of maxillary artery,顎動脈翼突筋枝,解剖学的構造,blood vessel,,Q7256997
saccular nerve,球形嚢神経,解剖学的構造,,,Q7396635
podosome,ポドソーム,解剖学的構造,actin-rich adhesion structures found in certain cells,,Q7207063
transverse tarsal joint,横足根関節,解剖学的構造,joint in the human foot,,Q7246888
short posterior ciliary arteries,短後毛様体動脈,解剖学的構造,blood vessels,,Q7502066
posterior labial arteries,後陰唇動脈,解剖学的構造,blood vessels,,Q7234208
St. Augustine Monster,セント・オーガスティンの怪物,解剖学的構造,"globster found in St. Augustine, Florida, US in 1896",,Q7587187
posterior intercostal veins,後肋間静脈,解剖学的構造,blood vessels,,Q7234203
rete ovarii,卵巣網,解剖学的構造,structure formed from the primary sex cords in females,,Q7316660
spinal veins,脊髄静脈,解剖学的構造,blood vessels,,Q7577475
posterior lateral nasal branches of sphenopalatine artery,外側後鼻枝,解剖学的構造,blood vessels,,Q7234213
pterygoid plexus,翼突筋静脈叢,解剖学的構造,blood vessel network,,Q7257007
septal nuclei,中隔核,解剖学的構造,limbic system brain structure,,Q7452044
smallest cardiac vein,最小静脈,解剖学的構造,small veins in the walls of all four heart chambers,,Q7543650
posterior cutaneous nerve of forearm,後前腕皮神経,解剖学的構造,also known as external cutaneous branch of musculospiral nerve,,Q7234190
posterior interosseous nerve,後骨間神経,解剖学的構造,motor nerve of the forearm,,Q7234204
pontine arteries,橋動脈,解剖学的構造,blood vessels in the mammalian brain,,Q7228291
posterior scrotal arteries,後陰嚢枝,解剖学的構造,branches of the perineal artery,,Q7234235
platelet alpha granule,血小板α顆粒,解剖学的構造,"secretory organelle found in blood platelets, which is unique in that it exhibits further compartmentalization and acquires its protein content via two distinct mechanisms: (1) biosynthesis predominantly at the megakaryocyte (MK) level (with some v",,Q14863673
Weibel-Palade body,バイベル・パラーデ小体,解剖学的構造,"large, elongated, rod-shaped secretory granule characteristic of vascular endothelial cells that contain a number of structurally and functionally distinct proteins, of which the best characterized are von Willebrand factor (VWF) and P-selectin",,Q14863674
sterigma,ステリグマ,解剖学的構造,,,Q7611328
stapedial branch of posterior tympanic artery,後耳介動脈アブミ骨枝,解剖学的構造,artery of the inner ear,,Q7600354
superior salivary nucleus,上唾液核,解剖学的構造,,,Q2004222
superficial branch of transverse cervical artery,浅頚動脈,解剖学的構造,,,Q2006862
Paneth cell,パネート細胞,解剖学的構造,Anti-microbial epithelial cell of the small intestine,,Q2004084
NuA4 histone acetyltransferase complex,NuA4ヒストンアセチルトランスフェラーゼ複合体,解剖学的構造,"complex having histone acetylase activity on chromatin, as well as ATPase, DNA helicase and structural DNA binding activities. The complex is thought to be involved in double-strand DNA break repair. Subunits of the human complex include HTATIP/TIP",,Q18355286
extracellular vesicle,細胞外ベシクル,解剖学的構造,vesicle that is part of the extracellular region,,Q21097485
clathrin complex,クラスリン,解剖学的構造,protein playing a major role in the formation of coated vesicles,,Q21100804
organelle outer membrane,オルガネラ外膜,解剖学的構造,"the outer, i.e. cytoplasm-facing in a cellular organelle, lipid bilayer of an organelle envelope",,Q15332837
crystalline style,晶桿体,解剖学的構造,rod made of glycoprotein located in the midgut of most bivalves and some gastropods,,Q15015192
root nodule,根粒,解剖学的構造,plant part,,Q15098397
mouse chromosome 2,2番染色体 (マウス),解剖学的構造,mammalian chromosome,,Q15304650
mouse chromosome 4,4番染色体 (マウス),解剖学的構造,mammalian chromosome,,Q15304654
mouse chromosome 3,3番染色体 (マウス),解剖学的構造,mammalian chromosome,,Q15304652
mouse chromosome 5,5番染色体 (マウス),解剖学的構造,Mus musculus chromosome,,Q15304656
mouse chromosome 7,7番染色体 (マウス),解剖学的構造,Mus musculus chromosome,,Q15305579
mouse chromosome 6,6番染色体 (マウス),解剖学的構造,Mus musculus chromosome,,Q15305576
mouse chromosome 9,9番染色体 (マウス),解剖学的構造,Mus musculus chromosome,,Q15305586
mouse chromosome 8,8番染色体 (マウス),解剖学的構造,Mus musculus chromosome,,Q15305584
mouse chromosome 10,10番染色体 (マウス),解剖学的構造,Mus musculus chromosome,,Q15305590
mouse chromosome 11,11番染色体 (マウス),解剖学的構造,Mus musculus chromosome,,Q15305594
mouse chromosome 13,13番染色体 (マウス),解剖学的構造,Mus musculus chromosome,,Q15305599
mouse chromosome 12,12番染色体 (マウス),解剖学的構造,Mus musculus chromosome,,Q15305596
mouse chromosome 14,14番染色体 (マウス),解剖学的構造,Mus musculus chromosome,,Q15305602
mouse chromosome 15,15番染色体 (マウス),解剖学的構造,Mus musculus chromosome,,Q15305608
mouse chromosome 16,16番染色体 (マウス),解剖学的構造,Mus musculus chromosome,,Q15305612
mouse chromosome 18,18番染色体 (マウス),解剖学的構造,Mus musculus chromosome,,Q15305619
mouse chromosome 17,17番染色体 (マウス),解剖学的構造,Mus musculus chromosome,,Q15305616
mouse chromosome 19,19番染色体 (マウス),解剖学的構造,Mus musculus chromosome,,Q15305621
mouse chromosome X,X染色体 (マウス),解剖学的構造,Mus musculus chromosome,,Q15305624
mouse chromosome Y,Y染色体 (マウス),解剖学的構造,Mus musculus chromosome,,Q15305628
SCF ubiquitin ligase complex,SCF複合体,解剖学的構造,complex in which a cullin from the Cul1 subfamily and a RING domain protein form the catalytic core,,Q15323461
NuRD complex,Mi-2/NuRD複合体,解剖学的構造,"approximately 2 MDa multi-subunit complex that exhibits ATP-dependent chromatin remodeling activity in addition to histone deacetylase (HDAC) activity, and has been shown to establish transcriptional repression of a number of target genes in verte",,Q14914406
"RNA polymerase II, core complex",RNAポリメラーゼII,解剖学的構造,DNA-dependent RNA polymerase,,Q15334993
La Ferrassie 1,ラ・フェラシー1,解剖学的構造,male Neanderthal skeleton,,Q15241108
cyclin/CDK positive transcription elongation factor complex,P-TEFb,解剖学的構造,"complex that facilitates the transition from abortive to productive elongation by phosphorylating the CTD domain of the large subunit of DNA-directed RNA polymerase II, holoenzyme",,Q15314917
superior extensor retinaculum of foot,足の上伸筋支帯,解剖学的構造,upper part of the extensor retinaculum of foot,,Q17044312
holdfast,付着器,解剖学的構造,"root-like structure that anchors aquatic sessile organisms, such as seaweed",,Q16505822
Cas9,Cas9,解剖学的構造,microbial protein used to cut DNA,,Q16965677
Taicatoxin,タイカトキシン,解剖学的構造,Snake toxin,,Q17147853
lateral hypothalamus,外側視床下部,解剖学的構造,brain region,,Q17125841
umi no foagura,海のフォアグラ,解剖学的構造,fish liver as food,,Q17231497
eukaryotic translation initiation factor 4F complex,EIF4F,解剖学的構造,protein complex,,Q17160826
Oidemai,おいでまい,解剖学的構造,,,Q17227873
Jessie Garon Presley,ジェシー・ガーロン・プレスリー,解剖学的構造,Elvis' stillborn twin,,Q16408125
Lister's tubercle,リスター結節,解剖学的構造,bony prominence on the dorsal side of the dital radius,,Q16920036
cow lung,牛の肺,解剖学的構造,African food,,Q17104096
saphenous branch of descending genicular artery,下行膝動脈の伏在枝,解剖学的構造,,,Q17027450
lateral dorsal cutaneous nerve,外側足背皮神経,解剖学的構造,,,Q16947406
Gōriki,強力,解剖学的構造,,,Q17219555
crotch,股布,解剖学的構造,"the bottom of the pelvis, the region of the body where the legs join the torso, and is often considered to include the groin and genitals",,Q17084917
Sec61,Sec61,解剖学的構造,protein complex with a heterotrimeric channel core,,Q16946673
Stroma of ovary,卵巣支質,解剖学的構造,"soft tissue, well supplied with blood, consisting of spindle-shaped cells with a small amount of connective tissue",,Q17119505
Naia,ナイア,解剖学的構造,"12,000-year-old skeleton found in Mexico",,Q16888327
Horses (Broom),蓬莱米,解剖学的構造,cultivar of rice plant,,Q15922202
lateral marginal vein,外側足縁静脈,解剖学的構造,blood vessel,,Q16976792
eukaryotic 43S preinitiation complex,43S開始前複合体,解剖学的構造,"protein complex composed of the 40S ribosomal subunit plus eIF1A, eIF3, and eIF2-GTP-bound methionyl-initiator methionine tRNA",,Q21100819
COPI vesicle coat,COPI,解剖学的構造,"One of two multimeric complexes that forms a membrane vesicle coat. The mammalian COPI subunits are called alpha-, beta-, beta'-, gamma-, delta-, epsilon- and zeta-COP. Vesicles with COPI coats are found associated with Golgi membranes at steady stat",,Q21111963
DNA replication factor A complex,複製タンパク質A,解剖学的構造,conserved heterotrimeric complex that binds nonspecifically to single-stranded DNA and is required for multiple processes in eukaryotic DNA metabolism,,Q21109588
"RNA polymerase II, holoenzyme",RNAポリメラーゼIIホロ酵素,解剖学的構造,"nuclear DNA-directed RNA polymerase complex containing an RNA polymerase II core enzyme as well as additional proteins and transcription factor complexes, that are capable of promoter recognition and transcription initiation from an RNA polymerase",,Q21110340
DNA polymerase III complex,DNAポリメラーゼ III,解剖学的構造,complex that contains 10 different types of subunits,,Q21119136
palmitoyltransferase complex,パルミトイルトランスフェラーゼ複合体,解剖学的構造,protein complex with palmitoyltransferase activity,,Q21124779
organelle inner membrane,オルガネラ内膜,解剖学的構造,"the inner, i.e. lumen-facing, lipid bilayer of an organelle envelope; usually highly selective to most ions and metabolites",,Q21119424
ribonucleoprotein granule,リボ核タンパク質顆粒,解剖学的構造,"non-membranous macromolecular complex containing proteins and translationally silenced mRNAs. RNA granules contain proteins that control the localization, stability, and translation of their RNA cargo. Different types of RNA granules (RGs) exist, d",,Q21106243
RISC complex,RNA誘導サイレンシング複合体,解剖学的構造,ribonucleoprotein complex central to RNA interference,,Q21106117
microprocessor complex,マイクロプロセッサー複合体,解剖学的構造,"protein complex that binds to heme and to pri-miRNAs, and is required for the formation of a pre-microRNA (pre-miRNA), the initial step of microRNA (miRNA) biogenesis. The complex is composed of the double-stranded-RNA-specific RNase Drosha (also c",,Q21108530
nuclear cap binding complex,キャップ結合タンパク質複合体,解剖学的構造,conserved heterodimeric protein complex,,Q21108911
AP-type membrane coat adaptor complex,アダプチン,解剖学的構造,"Any of several heterotetrameric complexes that link clathrin (or another coat-forming molecule, as hypothesized for AP-3 and AP-4) to a membrane surface; they are found on coated pits and coated vesicles, and mediate sorting of cargo proteins into ve",,Q21106379
foramen ovale,卵円孔,解剖学的構造,in the fetal heart allows blood to enter the left atrium from the right atrium.,,Q767116
corncob,トウモロコシの穂軸,解剖学的構造,central core of corn ear,,Q1885918
triangular fibrocartilage,三角線維軟骨複合体損傷,解剖学的構造,anatomical feature in the wrist,,Q1887448
zygapophysial joint,椎間関節,解剖学的構造,joint between two adjacent vertebrae,,Q1704251
apicoplast,アピコプラスト,解剖学的構造,non-photosynthetic plastid in Apicomplexa,,Q1825478
artery to the ductus deferens,精管動脈,解剖学的構造,artery,,Q1752822
magnetosome,マグネトソーム,解剖学的構造,cell organelle,,Q1884420
galea aponeurotica,帽状腱膜,解剖学的構造,aponeurosis covering the skull,,Q1973755
oyster,チキンオイスター,解剖学的構造,select cut of poultry,,Q1747334
Lewy body,レビー小体,解剖学的構造,spherical inclusion commonly found in damaged neurons,,Q1822234
arrector pili muscle,立毛筋,解剖学的構造,type of muscle,,Q1954107
Tarim mummies,タリム盆地のミイラ,解剖学的構造,series of mummies discovered in the Tarim Basin,,Q2002185
Siberian Ice Maiden,ウコクの王女,解剖学的構造,"mummy of a woman found in the Republic of Altai, Russia",,Q1972343
hypothalamic–pituitary–thyroid axis,視床下部-下垂体-甲状腺軸,解剖学的構造,part of the neuroendocrine system responsible for the regulation of metabolism,,Q1703635
lingual nerve,舌神経,解剖学的構造,branch of the mandibular nerve,,Q1817831
myomere,筋節,解剖学的構造,blocks of skeletal muscle tissue,,Q1956686
shoulder joint,肩関節,解剖学的構造,synovial ball and socket joint in the shoulder,,Q1758798
melon,メロン (動物学),解剖学的構造,organ in whales,,Q1919686
membrane attack complex,膜侵襲複合体,解剖学的構造,protein complex produced by components of the complement cascade inserted into a target cell membrane and forming a pore,,Q1919945
inguinal lymph nodes,鼠径表在性リンパ節,解剖学的構造,group of lymph nodes in the inguinal region,,Q1815812
Papez circuit,パーペッツ回路,解剖学的構造,Emotional and memory circuit,,Q1755301
superior gluteal nerve,上殿神経,解剖学的構造,Nerve on the pelvis and leg,,Q1761014
red nucleus,赤核,解剖学的構造,structure in the human brain,,Q1751717
left colic artery,左結腸動脈,解剖学的構造,,,Q1816515
medial pectoral nerve,内側胸筋神経,解剖学的構造,,,Q1978103
medial cutaneous nerve of arm,内側上腕皮神経,解剖学的構造,,,Q1978134
neural nucleus,神経核,解剖学的構造,brain structure consisting of a relatively compact cluster of neurons,,Q1934178
posterior longitudinal ligament,後縦靭帯,解剖学的構造,"Bones of the vertebral column, and ligaments of the head and neck and torso",,Q1824647
umbilical artery,臍帯動脈,解剖学的構造,artery in the abdominal and pelvic regions,,Q1724233
tibial nerve,脛骨神経,解剖学的構造,branch of the sciatic nerve,,Q1978198
stratified squamous epithelium,重層扁平上皮,解剖学的構造,tissue type,,Q1978278
inferior gluteal nerve,下殿神経,解剖学的構造,Motor neuron,,Q1978150
lophophore,触手冠,解剖学的構造,feeding organ in the Lophophorata clade,,Q1869774
valve of inferior vena cava,下大静脈弁,解剖学的構造,anatomical structure,,Q1742964
Nafs,ナフス,解剖学的構造,"Quranic Arabic word for the ""self""",,Q1963451
perithecium,子嚢殻,解剖学的構造,type of fungal reproductive structure,,Q1778021
spitzenkorper,先端小体,解剖学的構造,organizing center for fungal hyphae,,Q1773178
epididymis,精巣上体,解剖学的構造,tube that connects a testicle to a vas deferens,,Q1973610
musculocutaneous nerve,筋皮神経,解剖学的構造,nerve in the arm,,Q1758126
macrocytosis,大赤血球症,解剖学的構造,medical condition,,Q1886493
urethral sponge,尿道海綿体,解剖学的構造,tissue in female human lower genital area,,Q1775558
love dart,恋矢,解剖学的構造,darts that some snails shoot into each other during mating,,Q1823899
CST complex,CST複合体,解剖学的構造,complex formed by the association of Cdc13 (CTC1 in mammals) with Stn1 in yeast (OBFC1 in mammals) and Ten1 protein (also TEN1 in mammals) with single-stranded telomeric DNA. The CST complex plays a role in telomere protection,,Q22325321
curli,カーリー,解剖学的構造,"proteinaceous extracellular fiber, produced by an enteric bacterium, that is involved in surface and cell-cell contacts that promote community behavior and host colonization",,Q22325454
replisome,レプリソーム,解剖学的構造,"multi-component enzymatic machine at the replication fork which mediates DNA replication. Includes DNA primase, one or more DNA polymerases, DNA helicases, and other proteins",,Q22325217
collagen type XVIII trimer,XVIII型コラーゲン,解剖学的構造,collagen homotrimer of alpha1(XVIII) chains,,Q22325636
Penghu 1,澎湖原人,解剖学的構造,Denisovan fossil mandible (Taiwan),,Q19121886
Echigoshirayukidake,越後白雪茸,解剖学的構造,species of fungus,,Q20686619
anserine bursa,鵞足包,解剖学的構造,Bursa on the lower limb,,Q21081325
interchromatin granule,クロマチン間顆粒,解剖学的構造,"class of nuclear body measuring 20-25 nm in diameter and distributed throughout the interchromatin space, linked together by thin fibrils. They are believed to be storage centers for various snRNAs, snRNPs, serine/arginine-rich proteins and RNA pol",,Q20908716
apical complex,アピカルコンプレックス,解剖学的構造,group of cytoskeletal structures and associated membrane-bounded organelles found at the anterior end of adult obligate intracellular protozoan parasites in the phylum Apicomplexa. The apical complex is involved in attachment to and penetration of,,Q20056991
Loulan Beauty,楼蘭の美女,解剖学的構造,mummified woman found in China,,Q18654056
bundle branch,脚,解剖学的構造,offshoots of the bundle of His in the heart's ventricle,,Q18379371
mitochondrial chromosome,ミトコンドリア染色体,解剖学的構造,chromosome found in the mitochondrion of a eukaryotic cell,,Q18694495
wallaby,ワラビー皮,解剖学的構造,fur of the wallaby or kangaroo,,Q20827081
complement component C1 complex,C1Q複合体,解剖学的構造,protein complex,,Q21116899
interferon-alpha/beta receptor,I型インターフェロン受容体,解剖学的構造,heterodimeric receptor,,Q6046426
Lamina lucida,透明帯,解剖学的構造,layer of the skin,,Q6481904
left gastroepiploic vein,左胃大網静脈,解剖学的構造,vein of the torso,,Q6381103
interleukin-35 complex,インターロイキン-35,解剖学的構造,"protein complex that is composed of an interleukin-12 alpha subunit (p35, product of the IL12A gene) and an EBI3 subunit and is secreted into the extracellular space",,Q6047058
left marginal vein,左辺縁静脈,解剖学的構造,Vein of the torso,,Q6516978
meiotic nuclear membrane microtubule tethering complex,LINC複合体,解剖学的構造,"protein complex that spans the nuclear outer and inner membranes, thereby linking the major cytoplasmic cytoskeleton elements to the nuclear lumen; the complex is conserved in eukaryotes and contains proteins with SUN and KASH domains",,Q6458748
left marginal branch of circumflex artery of heart,左縁枝,解剖学的構造,branch of the circumflex artery in the heart,,Q6516977
kinocilium,運動毛,解剖学的構造,"nonmotile primary cilium that is found at the apical surface of auditory receptor cells, surrounded by actin-based stereocilia",,Q6414172
lateral cutaneous branch of iliohypogastric nerve,腸骨下腹神経の外側皮枝,解剖学的構造,,,Q6495587
Lingula of mandible,下顎小舌,解剖学的構造,bony ridge on the mediale side of the mandible,,Q6554089
stratified cuboidal epithelium,重層立方上皮,解剖学的構造,tissue type,,Q6016385
intercalated disc,介在板,解剖学的構造,complex cell-cell junction at which myofibrils terminate in cardiomyocytes,,Q6045608
inferior extensor retinaculum of foot,足の下伸筋支帯,解剖学的構造,y-shaped band placed in front of the ankle-joint,,Q6029317
intercostobrachial nerve,肋間上腕神経,解剖学的構造,nerve providing sensation to armpit and upper arm,,Q6045954
iliolumbar vein,腸腰静脈,解剖学的構造,blood vessel,,Q5998326
retromandibular vein,下顎後静脈,解剖学的構造,major face vein,,Q6125961
middle temporal artery,中側頭動脈,解剖学的構造,artery,,Q6122610
sural nerve,腓腹神経,解剖学的構造,pure cutaneous nerve of the posterolateral leg to the lateral ankle,,Q6135922
Simple Squamous Epithelium (Pavement Epithilium),単層扁平上皮,解剖学的構造,tissue type,,Q6054269
limb bud,肢芽,解剖学的構造,structure formed early in vertebrate limb development.,,Q6548937
right marginal branch of right coronary artery,右冠動脈鋭角枝,解剖学的構造,,,Q6382772
stylomastoid artery,茎乳突孔動脈,解剖学的構造,blood vessel,,Q6125157
iliac fossa,腸骨窩,解剖学的構造,indentation on the hipbone,,Q5997960
stratified columnar epithelium,重層円柱上皮,解剖学的構造,tissue type,,Q6031041
Internal cerebral veins,内大脳静脈,解剖学的構造,blood vessels,,Q6047801
ligament of head of femur,大腿骨頭の靭帯,解剖学的構造,ligament located in the hip,,Q6545844
infrahyoid branch of superior thyroid artery,上甲状腺動脈舌骨下枝,解剖学的構造,arterial branch of superior thyroid artery,,Q6031439
lateral nasal cartilage,側鼻軟骨,解剖学的構造,,,Q6495642
lamella,ラメラ,解剖学的構造,"in cellular biology, thin layer, membrane, or plate of tissue",,Q6481696
giacomini vein,ジャコミーニ静脈,解剖学的構造,blood vessel,,Q6160164
investing layer of deep cervical fascia,頸筋膜浅葉,解剖学的構造,most superficial part of the deep cervical fascia,,Q6060736
lateral arcuate ligament,外側弓状靱帯,解剖学的構造,torso ligament,,Q6495559
lateral collateral ligament of ankle joint,距腿関節の側副靭帯,解剖学的構造,ligaments of the ankle,,Q6495571
Interleukin-17 receptor,インターロイキン-17受容体,解剖学的構造,a cytokine receptor,,Q6046916
lateral patellar retinaculum,外側膝蓋支帯,解剖学的構造,tissue on the outer side of the kneecap,,Q6495691
segmental renal artery,腎区域動脈,解剖学的構造,,,Q6449769
posterior interventricular branch of right coronary artery,右冠動脈後下行枝,解剖学的構造,artery supplying the heart,,Q6382778
lateral nasal branch of facial artery,外側鼻動脈,解剖学的構造,blood vessel,,Q6495641
Internal vertebral venous plexuses,椎骨静脈叢,解剖学的構造,blood vessel network,,Q6047950
subcostal vein,亜前縁脈,解剖学的構造,human vein along bottom of twelfth rib,,Q6545268
infrapatellar branch of saphenous nerve,伏在神経膝蓋下枝,解剖学的構造,nerve of the lower limb,,Q6031461
Light-harvesting complexes of green plants,緑色植物の集光性複合体,解剖学的構造,Component of photosynthesis,,Q6545940
cricothyroid branch of superior thyroid artery,上甲状腺動脈輪状甲状枝,解剖学的構造,,,Q5185094
Cerebral veins,脳静脈,解剖学的構造,veins draining in the cerebrum,,Q5064104
Cherchen Man,チェルチェンマン,解剖学的構造,natural mummy from the talkaman desert,,Q5091856
dorsal carpal branch of the ulnar artery,尺骨動脈の背側手根枝,解剖学的構造,blood vessel,,Q5298768
colic branch of ileocolic artery,回結腸動脈結腸枝,解剖学的構造,artery,,Q5144814
Cro-Magnon 1,クロマニョン1,解剖学的構造,"30,000 year old Cro-Magnon specimen",,Q5187008
central retinal vein,網膜中心静脈,解剖学的構造,vein in the retina of the eye,,Q5062148
circumflex branch of left coronary artery,左回旋枝,解剖学的構造,artery of heart,,Q5121741
precentral gyrus,中心前回,解剖学的構造,motor gyrus of the posterior frontal lobe of the brain,,Q5272263
crural fascia,下腿筋膜,解剖学的構造,forms a complete investment to the muscles,,Q5190125
circulus arteriosus minor,小虹彩動脈輪,解剖学的構造,arterial circle near the pupillary margin of the iris,,Q5121716
Chilean Blob,チリブロブ,解剖学的構造,whale carcass globster,,Q5098725
descending branch of occipital artery,後頭動脈の下行枝,解剖学的構造,blood vessel,,Q5263718
cutaneous branch of the obturator nerve,閉鎖神経皮枝,解剖学的構造,nerve in the human body,,Q5196689
communicating vein,交通静脈,解剖学的構造,,,Q5154075
circumflex fibular artery,腓骨回旋枝,解剖学的構造,blood vessel,,Q5121743
distributing artery,筋型動脈,解剖学的構造,arteries able to dilate to regulate peripheral blood flow,,Q5283188
connecting stalk,付着茎,解剖学的構造,embryonic structure,,Q5161678
death-inducing signaling complex,細胞死誘導シグナル伝達複合体,解剖学的構造,"protein complex formed by the association of signaling proteins with a death receptor upon ligand binding. The complex includes procaspases and death domain-containing proteins in addition to the ligand-bound receptor, and may control the activatio",,Q5247052
cone of light,光錐,解剖学的構造,part of eardrum or its phenomenon,,Q5159465
furcula,叉骨,解剖学的構造,forked bone found in birds and other theropods,,Q5199010
dorsal carpal arch,背側手根網,解剖学的構造,anatomical term,,Q5298767
dorsal digital arteries of foot,背側趾動脈,解剖学的構造,blood vessels,,Q5298777
collicular artery,丘動脈,解剖学的構造,small artery that supplies portions of the midbrain,,Q5147130
muscular branches of perineal nerve,尺骨神経の深枝,解剖学的構造,branch of the pudendal nerve that supplies muscles of the perineum,,Q5250373
Definitive urogenital sinus,尿生殖洞,解剖学的構造,a part of the human body only present in the development of the urinary and reproductive organs,,Q5251638
stellate veins,星状静脈,解剖学的構造,blood vessels,,Q5251486
deep branch of lateral plantar nerve,外側足底神経の深枝,解剖学的構造,Nerve of the foot,,Q5250368
cleavage furrow,分裂溝,解剖学的構造,The cleavage furrow is a plasma membrane invagination at the cell division site. The cleavage furrow begins as a shallow groove and eventually deepens to divide the cytoplasm.,,Q5130989
deltoid branch of thoracoacromial artery,胸肩峰動脈の三角筋枝,解剖学的構造,,,Q5254857
second cervical nerve,第2頸神経,解剖学的構造,spinal nerve of the cervical segment,,Q5065351
cell cortex,細胞皮質,解剖学的構造,"The region of a cell that lies just beneath the plasma membrane and often, but not always, contains a network of actin filaments and associated proteins.",,Q5058180
ColE1,ColE1,解剖学的構造,Plasmid,,Q5141800
